Time,Condition,Gate,TOF,Extinction,Green
T0,High -,R4,1426.00,1725.00,1273.00
T0,High -,R4,1956.00,1999.00,2349.00
T0,High -,R4,1934.00,2331.00,1471.00
T0,High -,R4,1898.00,1952.00,1894.00
T0,High -,R4,2745.00,3114.00,1453.00
T0,High -,R4,2018.00,2620.00,1622.00
T0,High -,R4,1757.00,1712.00,2104.00
T0,High -,R4,2570.00,1962.00,2892.00
T0,High -,R4,2567.00,2333.00,1480.00
T0,High -,R4,2208.00,2514.00,1080.00
T0,High -,R4,2440.00,2722.00,1383.00
T0,High -,R4,1909.00,2419.00,963.00
T0,High -,R4,2003.00,2199.00,1025.00
T0,High -,R4,1765.00,1949.00,1141.00
T0,High -,R4,2020.00,1811.00,2311.00
T0,High -,R4,2267.00,2766.00,1117.00
T0,High -,R4,1700.00,2133.00,1204.00
T0,High -,R4,1933.00,2503.00,1673.00
T0,High -,R4,2298.00,2562.00,2444.00
T0,High -,R4,2184.00,2315.00,1230.00
T0,High -,R4,2422.00,2619.00,2537.00
T0,High -,R4,1930.00,1966.00,1212.00
T0,High -,R4,2173.00,1809.00,2045.00
T0,High -,R4,1879.00,1104.00,1009.00
T0,High -,R4,1911.00,1872.00,2923.00
T0,High -,R4,2314.00,2131.00,1434.00
T0,High -,R4,2285.00,2968.00,2563.00
T0,High -,R4,1636.00,2493.00,1382.00
T0,High -,R4,2391.00,2425.00,1657.00
T0,High -,R4,2329.00,2583.00,1520.00
T0,High -,R4,1975.00,2342.00,1333.00
T0,High -,R4,2263.00,2344.00,1528.00
T0,High -,R4,2400.00,2939.00,1336.00
T0,High -,R4,2645.00,3292.00,1563.00
T0,High -,R4,1968.00,2196.00,2316.00
T0,High -,R4,2822.00,3201.00,1267.00
T0,High -,R4,2171.00,1804.00,2989.00
T0,High -,R4,2445.00,3391.00,2245.00
T0,High -,R4,2547.00,2203.00,1200.00
T0,High -,R4,1728.00,2016.00,1762.00
T0,High -,R4,2378.00,2550.00,1873.00
T0,High -,R4,2572.00,2818.00,2571.00
T0,High -,R4,2217.00,2526.00,3425.00
T0,High -,R4,1887.00,2301.00,1190.00
T0,High -,R4,2459.00,2442.00,1075.00
T0,High -,R4,2145.00,1395.00,1073.00
T0,High -,R4,1930.00,2531.00,3493.00
T0,High -,R4,1410.00,2035.00,1527.00
T0,High -,R4,2133.00,1788.00,2980.00
T0,High -,R4,2271.00,2244.00,2297.00
T0,High -,R4,2439.00,2087.00,1184.00
T0,High -,R4,1298.00,2002.00,873.00
T0,High -,R4,1317.00,1939.00,1876.00
T0,High -,R4,1551.00,1842.00,1075.00
T0,High -,R4,2009.00,1525.00,992.00
T0,High -,R4,1976.00,2947.00,2231.00
T0,High -,R4,1541.00,2225.00,1480.00
T0,High -,R4,2429.00,2220.00,2715.00
T0,High -,R4,2052.00,1786.00,2705.00
T0,High -,R4,1861.00,2191.00,2384.00
T0,High -,R4,2241.00,2118.00,1004.00
T0,High -,R4,2193.00,2493.00,2109.00
T0,High -,R4,1492.00,1734.00,2095.00
T0,High -,R4,2295.00,1858.00,1068.00
T0,High -,R4,1615.00,2178.00,2138.00
T0,High -,R4,2065.00,2685.00,1224.00
T0,High -,R4,2315.00,2059.00,1759.00
T0,High -,R4,2060.00,2751.00,1442.00
T0,High -,R4,2027.00,2478.00,1144.00
T0,High -,R4,2012.00,1952.00,1287.00
T0,High -,R4,1685.00,2005.00,1999.00
T0,High -,R4,1313.00,1965.00,1612.00
T0,High -,R4,1849.00,1731.00,1516.00
T0,High -,R4,2165.00,2068.00,2050.00
T0,High -,R4,2199.00,2266.00,1992.00
T0,High -,R4,1887.00,1949.00,1296.00
T0,High -,R4,2582.00,1932.00,1797.00
T0,High -,R4,2202.00,2594.00,2200.00
T0,High -,R4,2440.00,2506.00,2533.00
T0,High -,R4,2342.00,1882.00,2334.00
T0,High -,R4,2004.00,2291.00,1530.00
T0,High -,R4,2353.00,3122.00,3243.00
T0,High -,R4,1881.00,1298.00,2229.00
T0,High -,R4,2141.00,1670.00,1673.00
T0,High -,R4,1893.00,2214.00,2640.00
T0,High -,R4,1429.00,1938.00,1707.00
T0,High -,R4,2114.00,1958.00,1060.00
T0,High -,R4,1990.00,1755.00,2241.00
T0,High -,R4,1945.00,2918.00,2499.00
T0,High -,R4,2169.00,1720.00,1834.00
T0,High -,R4,1692.00,1595.00,1551.00
T0,High -,R4,1874.00,1958.00,1047.00
T0,High -,R4,2136.00,1759.00,2322.00
T0,High -,R4,2379.00,2143.00,1592.00
T0,High -,R4,2319.00,2355.00,1640.00
T0,High -,R4,1597.00,2008.00,1118.00
T0,High -,R4,1672.00,1874.00,2093.00
T0,High -,R4,1683.00,2002.00,1503.00
T0,High -,R4,2280.00,2098.00,3083.00
T0,High -,R4,2408.00,2686.00,2786.00
T0,High -,R4,1826.00,2511.00,3217.00
T0,High -,R4,1612.00,1564.00,973.00
T0,High -,R4,1770.00,2613.00,3415.00
T0,High -,R4,1322.00,1861.00,1397.00
T0,High -,R4,1603.00,2374.00,1413.00
T0,High -,R4,2429.00,3628.00,1472.00
T0,High -,R4,1545.00,2074.00,1701.00
T0,High -,R4,2140.00,2865.00,2435.00
T0,High -,R4,2741.00,2678.00,2041.00
T0,High -,R4,2179.00,2633.00,2340.00
T0,High -,R4,1716.00,1664.00,994.00
T0,High -,R4,1694.00,1950.00,2422.00
T0,High -,R4,1944.00,1742.00,1075.00
T0,High -,R4,2144.00,2695.00,1966.00
T0,High -,R4,1802.00,1709.00,2806.00
T0,High -,R4,1584.00,1825.00,1172.00
T0,High -,R4,2278.00,1876.00,1329.00
T0,High -,R4,1746.00,2360.00,1612.00
T0,High -,R4,1903.00,2193.00,981.00
T0,High -,R4,2136.00,2774.00,1528.00
T0,High -,R4,2489.00,2715.00,2956.00
T0,High -,R4,2452.00,2188.00,1092.00
T0,High -,R4,2505.00,3029.00,2343.00
T0,High -,R4,2002.00,1932.00,2998.00
T0,High -,R4,2154.00,2088.00,1657.00
T0,High -,R4,2091.00,1816.00,2655.00
T0,High -,R4,1588.00,2051.00,3077.00
T0,High -,R4,2021.00,2488.00,1331.00
T0,High -,R4,1691.00,2306.00,1363.00
T0,High -,R4,1602.00,2086.00,951.00
T0,High -,R4,1913.00,2209.00,2240.00
T0,High -,R4,2644.00,2042.00,2103.00
T0,High -,R4,2143.00,2240.00,1598.00
T0,High -,R4,1826.00,1922.00,1575.00
T0,High -,R4,2278.00,2739.00,1033.00
T0,High -,R4,2329.00,2734.00,2874.00
T0,High -,R4,1554.00,2024.00,1292.00
T0,High -,R4,2163.00,1601.00,2340.00
T0,High -,R4,1934.00,2426.00,2975.00
T0,High -,R4,1586.00,1989.00,1409.00
T0,High -,R4,1851.00,2054.00,2314.00
T0,High -,R4,2677.00,3496.00,3804.00
T0,High -,R4,1997.00,2959.00,1995.00
T0,High -,R4,1779.00,1638.00,2625.00
T0,High -,R4,2578.00,3707.00,2699.00
T0,High -,R4,1624.00,2456.00,965.00
T0,High -,R4,2335.00,2117.00,2194.00
T0,High -,R4,2133.00,3096.00,2555.00
T0,High -,R4,1305.00,2066.00,1051.00
T0,High -,R4,1883.00,1918.00,1366.00
T0,High -,R4,2395.00,2546.00,1405.00
T0,High -,R4,2084.00,3069.00,1083.00
T0,High -,R4,2269.00,3200.00,1010.00
T0,High -,R4,2187.00,2511.00,1822.00
T0,High -,R4,1785.00,2131.00,2407.00
T0,High -,R4,1819.00,1982.00,2881.00
T0,High -,R4,2558.00,3768.00,1117.00
T0,High -,R4,2070.00,2196.00,2274.00
T0,High -,R4,1712.00,1870.00,2085.00
T0,High -,R4,2632.00,2927.00,2519.00
T0,High -,R4,1882.00,2659.00,2774.00
T0,High -,R4,1883.00,1733.00,1636.00
T0,High -,R4,1858.00,2459.00,1260.00
T0,High -,R4,2739.00,3310.00,2674.00
T0,High -,R4,1917.00,2927.00,1421.00
T0,High -,R4,2395.00,2084.00,1863.00
T0,High -,R4,2145.00,1985.00,1075.00
T0,High -,R4,2226.00,3009.00,2458.00
T0,High -,R4,2669.00,3165.00,3246.00
T0,High -,R4,1617.00,2433.00,1651.00
T0,High -,R4,1785.00,2001.00,2803.00
T0,High -,R4,1800.00,1796.00,1277.00
T0,High -,R4,1654.00,1503.00,2475.00
T0,High -,R4,1983.00,2346.00,961.00
T0,High -,R4,1870.00,2397.00,1824.00
T0,High -,R4,2182.00,3239.00,2288.00
T0,High -,R4,2069.00,2749.00,1620.00
T0,High -,R4,1491.00,1917.00,1313.00
T0,High -,R4,2372.00,2655.00,1123.00
T0,High -,R4,1766.00,2521.00,1211.00
T0,High -,R4,2176.00,2090.00,1755.00
T0,High -,R4,1855.00,1562.00,2027.00
T0,High -,R4,1958.00,2506.00,3339.00
T0,High -,R4,1787.00,2416.00,1082.00
T0,High -,R4,2063.00,2742.00,1414.00
T0,High -,R4,2081.00,2144.00,1071.00
T0,High -,R4,2027.00,1987.00,2194.00
T0,High -,R4,1686.00,1475.00,1287.00
T0,High -,R4,2161.00,2160.00,1273.00
T0,High -,R4,2004.00,1926.00,1090.00
T0,High -,R4,1879.00,2114.00,2722.00
T0,High -,R4,2086.00,2393.00,2348.00
T0,High -,R4,2411.00,3247.00,2004.00
T0,High -,R4,2652.00,2348.00,2998.00
T0,High -,R4,1935.00,2885.00,2202.00
T0,High -,R4,2588.00,2576.00,2242.00
T0,High -,R4,2308.00,1732.00,2214.00
T0,High -,R4,2175.00,3189.00,1213.00
T0,High -,R4,1974.00,2437.00,1537.00
T0,High -,R4,2006.00,2998.00,2038.00
T0,High -,R4,1972.00,2157.00,1311.00
T0,High -,R4,1923.00,1737.00,1258.00
T0,High -,R4,1742.00,1787.00,2452.00
T0,High -,R4,2609.00,2913.00,1470.00
T0,High -,R4,2440.00,1815.00,2445.00
T0,High -,R4,2372.00,3017.00,2048.00
T0,High -,R4,1882.00,1782.00,2201.00
T0,High -,R4,2165.00,2279.00,2018.00
T0,High -,R4,2370.00,2324.00,1383.00
T0,High -,R4,2197.00,1799.00,1813.00
T0,High -,R4,1880.00,1960.00,950.00
T0,High -,R4,1628.00,2591.00,1026.00
T0,High -,R4,1823.00,1863.00,1588.00
T0,High -,R4,1753.00,2542.00,1147.00
T0,High -,R4,1898.00,2145.00,1954.00
T0,High -,R4,1488.00,1910.00,1862.00
T0,High -,R4,2148.00,2218.00,1997.00
T0,High -,R4,2067.00,3012.00,1089.00
T0,High -,R4,2633.00,3532.00,1197.00
T0,High -,R4,1890.00,2132.00,1264.00
T0,High -,R4,1973.00,2129.00,1865.00
T0,High -,R4,2184.00,3119.00,1398.00
T0,High -,R4,1679.00,2456.00,1360.00
T0,High -,R4,1677.00,1929.00,1345.00
T0,High -,R4,2214.00,2484.00,1123.00
T0,High -,R4,2237.00,1693.00,2473.00
T0,High -,R4,2206.00,2545.00,1141.00
T0,High -,R4,2400.00,2229.00,1206.00
T0,High -,R4,1946.00,2587.00,2668.00
T0,High -,R4,2197.00,2434.00,1478.00
T0,High -,R4,1705.00,2060.00,1315.00
T0,High -,R4,2059.00,1225.00,995.00
T0,High -,R4,2163.00,2057.00,1211.00
T0,High -,R4,2374.00,3349.00,1549.00
T0,High -,R4,1896.00,1499.00,1167.00
T0,High -,R4,2231.00,2639.00,2176.00
T0,High -,R4,2287.00,2769.00,2529.00
T0,High -,R4,1742.00,1618.00,1590.00
T0,High -,R4,1778.00,1929.00,1828.00
T0,High -,R4,1629.00,1639.00,1267.00
T0,High -,R4,1759.00,2075.00,1162.00
T0,High -,R4,1952.00,1973.00,974.00
T0,High -,R4,2145.00,2009.00,1636.00
T0,High -,R4,1982.00,2514.00,3137.00
T0,High -,R4,1628.00,2241.00,2635.00
T0,High -,R4,2371.00,1864.00,2520.00
T0,High -,R4,1715.00,2076.00,947.00
T0,High -,R4,1948.00,1948.00,1564.00
T0,High -,R4,2423.00,3011.00,3214.00
T0,High -,R4,1930.00,2471.00,3820.00
T0,High -,R4,2051.00,1697.00,2652.00
T0,High -,R4,1963.00,2626.00,1567.00
T0,High -,R4,2547.00,3713.00,1977.00
T0,High -,R4,1859.00,2708.00,3080.00
T0,High -,R4,1864.00,2045.00,2470.00
T0,High -,R4,1961.00,2506.00,1264.00
T0,High -,R4,1882.00,2448.00,3108.00
T0,High -,R4,1965.00,1607.00,1008.00
T0,High -,R4,2080.00,1980.00,1914.00
T0,High -,R4,1903.00,2475.00,1070.00
T0,High -,R4,1327.00,1631.00,1165.00
T0,High -,R4,1807.00,1842.00,2249.00
T0,High -,R4,2182.00,1805.00,1190.00
T0,High -,R4,2167.00,2211.00,1363.00
T0,High -,R4,1563.00,1818.00,2893.00
T0,High -,R4,2286.00,3090.00,1893.00
T0,High -,R4,1567.00,1827.00,2195.00
T0,High -,R4,2036.00,1882.00,1131.00
T0,High -,R4,1450.00,1489.00,1733.00
T0,High -,R4,1768.00,2365.00,1376.00
T0,High -,R4,2431.00,3060.00,2042.00
T0,High -,R4,2301.00,2490.00,1882.00
T0,High -,R4,2067.00,2480.00,2922.00
T0,High -,R4,1387.00,2034.00,1342.00
T0,High -,R4,1579.00,1925.00,870.00
T0,High -,R4,2017.00,1574.00,1831.00
T0,High -,R4,1737.00,1513.00,1166.00
T0,High -,R4,2274.00,1380.00,1454.00
T0,High -,R4,1864.00,1876.00,1131.00
T0,High -,R4,1927.00,2546.00,1067.00
T0,High -,R4,2283.00,3174.00,1041.00
T0,High -,R4,2031.00,2381.00,2132.00
T0,High -,R4,1999.00,2161.00,1430.00
T0,High -,R4,1989.00,2726.00,3458.00
T0,High -,R4,2213.00,2628.00,1923.00
T0,High -,R4,1765.00,2156.00,1021.00
T0,High -,R4,2025.00,2258.00,2038.00
T0,High -,R4,2378.00,2592.00,2811.00
T0,High -,R4,1669.00,1515.00,1225.00
T0,High -,R4,2667.00,2581.00,2262.00
T0,High -,R4,2127.00,2190.00,3382.00
T0,High -,R4,2448.00,2686.00,2725.00
T0,High -,R4,1952.00,2314.00,1220.00
T0,High -,R4,2145.00,2060.00,1714.00
T0,High -,R4,1474.00,2058.00,1508.00
T0,High -,R4,2118.00,2885.00,1792.00
T0,High -,R4,2442.00,2450.00,1322.00
T0,High -,R4,1906.00,2560.00,2420.00
T0,High -,R4,1865.00,1558.00,1982.00
T0,High -,R4,2189.00,2750.00,2457.00
T0,High -,R4,2230.00,1972.00,1939.00
T0,High -,R4,1986.00,2307.00,2031.00
T0,High -,R4,1619.00,2500.00,1195.00
T0,High -,R4,2008.00,1833.00,1774.00
T0,High -,R4,1974.00,1840.00,1833.00
T0,High -,R4,2753.00,3190.00,1262.00
T0,High -,R4,2526.00,2666.00,2278.00
T0,High -,R4,1788.00,2033.00,2704.00
T0,High -,R4,2055.00,1891.00,1725.00
T0,High -,R4,2016.00,2132.00,1364.00
T0,High -,R4,1943.00,2757.00,1453.00
T0,High -,R4,1695.00,2228.00,1031.00
T0,High -,R4,2420.00,2214.00,2004.00
T0,High -,R4,2092.00,3188.00,1432.00
T0,High -,R4,1577.00,1970.00,2608.00
T0,High -,R4,1694.00,1602.00,1028.00
T0,High -,R4,1970.00,2585.00,1750.00
T0,High -,R4,1619.00,2034.00,1926.00
T0,High -,R4,2231.00,2571.00,1200.00
T0,High -,R4,1735.00,1952.00,932.00
T0,High -,R4,2353.00,2351.00,2955.00
T0,High -,R4,1706.00,2107.00,1375.00
T0,High -,R4,1755.00,2003.00,1160.00
T0,High -,R4,2534.00,3767.00,1344.00
T0,High -,R4,2749.00,2228.00,1439.00
T0,High -,R4,2126.00,2248.00,1502.00
T0,High -,R4,1811.00,1330.00,2255.00
T0,High -,R4,1592.00,2219.00,2824.00
T0,High -,R4,1891.00,2276.00,1092.00
T0,High -,R4,1869.00,2290.00,1160.00
T0,High -,R4,1907.00,1895.00,918.00
T0,High -,R4,1981.00,1628.00,1669.00
T0,High -,R4,1625.00,1445.00,1349.00
T0,High -,R4,2027.00,2079.00,993.00
T0,High -,R4,2468.00,2318.00,2255.00
T0,High -,R4,1386.00,1721.00,927.00
T0,High -,R4,2095.00,2179.00,1552.00
T0,High -,R4,2011.00,2570.00,2968.00
T0,High -,R4,1974.00,2074.00,2101.00
T0,High -,R4,2743.00,2900.00,3864.00
T0,High -,R4,2339.00,2425.00,1241.00
T0,High -,R4,1936.00,2065.00,1183.00
T0,High -,R4,2163.00,2481.00,2779.00
T0,High -,R4,1992.00,2508.00,3332.00
T0,High -,R4,2521.00,3661.00,1624.00
T0,High -,R4,1945.00,1870.00,3174.00
T24,High -,R4,1880.00,2057.00,2549.00
T24,High -,R4,1525.00,1808.00,1910.00
T24,High -,R4,1722.00,2590.00,3245.00
T24,High -,R4,1684.00,1961.00,2323.00
T24,High -,R5,2044.00,2400.00,82.30
T24,High -,R4,1729.00,1945.00,2677.00
T24,High -,R4,2289.00,2859.00,3266.00
T24,High -,R5,2232.00,2445.00,60.90
T24,High -,R5,1685.00,2429.00,259.00
T24,High -,R4,1784.00,1981.00,2885.00
T24,High -,R5,1841.00,2571.00,158.00
T24,High -,R4,1641.00,2017.00,1494.00
T24,High -,R4,1886.00,2311.00,2255.00
T24,High -,R4,2277.00,2761.00,3881.00
T24,High -,R2,2369.00,2942.00,862.00
T24,High -,R5,1318.00,1998.00,54.30
T24,High -,R4,1460.00,2040.00,1001.00
T24,High -,R4,1716.00,2305.00,2941.00
T24,High -,R4,1909.00,2330.00,2755.00
T24,High -,R2,2033.00,2531.00,903.00
T24,High -,R4,2201.00,2092.00,3508.00
T24,High -,R4,2206.00,2308.00,1604.00
T24,High -,R5,2343.00,3339.00,98.10
T24,High -,R4,1840.00,2081.00,3014.00
T24,High -,R4,1903.00,2740.00,3401.00
T24,High -,R4,2320.00,3031.00,3713.00
T24,High -,R4,1604.00,2277.00,3119.00
T24,High -,R4,1521.00,1572.00,2758.00
T24,High -,R4,1685.00,2191.00,2498.00
T24,High -,R4,1616.00,1908.00,2119.00
T24,High -,R4,2023.00,2591.00,3192.00
T24,High -,R4,1808.00,2128.00,3310.00
T24,High -,R4,1475.00,1831.00,2454.00
T24,High -,R4,2366.00,3202.00,3980.00
T24,High -,R5,2030.00,2295.00,56.70
T24,High -,R4,1678.00,2226.00,2778.00
T24,High -,R4,1655.00,2011.00,2809.00
T24,High -,R3,2235.00,1914.00,43.50
T24,High -,R4,2275.00,2632.00,1475.00
T24,High -,R4,1731.00,2157.00,2631.00
T24,High -,R4,1717.00,2214.00,1653.00
T24,High -,R4,1854.00,2207.00,2744.00
T24,High -,R4,2084.00,2703.00,2888.00
T24,High -,R5,2146.00,2801.00,70.00
T24,High -,R4,1943.00,2330.00,3131.00
T24,High -,R4,1789.00,2335.00,3046.00
T24,High -,R5,1577.00,2087.00,73.30
T24,High -,R5,2498.00,3216.00,102.00
T24,High -,R4,1505.00,1822.00,2581.00
T24,High -,R4,2169.00,2648.00,2998.00
T24,High -,R4,1752.00,2295.00,2425.00
T24,High -,R4,1740.00,1974.00,2361.00
T24,High -,R5,1684.00,2529.00,99.80
T24,High -,R4,1870.00,1968.00,2237.00
T24,High -,R4,1810.00,1923.00,2000.00
T24,High -,R5,1761.00,2346.00,77.50
T24,High -,R5,1360.00,1971.00,78.90
T24,High -,R5,2187.00,3257.00,93.50
T24,High -,R4,2251.00,2723.00,3590.00
T24,High -,R5,1965.00,2614.00,82.70
T24,High -,R4,1566.00,2276.00,2639.00
T24,High -,R4,1919.00,2284.00,3350.00
T24,High -,R5,2620.00,2395.00,117.00
T24,High -,R4,2010.00,2030.00,2096.00
T24,High -,R4,1522.00,1835.00,1972.00
T24,High -,R5,1984.00,2553.00,80.30
T24,High -,R2,1730.00,2274.00,786.00
T24,High -,R4,2058.00,2422.00,2612.00
T24,High -,R4,2483.00,1789.00,3692.00
T24,High -,R4,1671.00,1861.00,2736.00
T24,High -,R4,1363.00,2063.00,2762.00
T24,High -,R4,1335.00,1862.00,2486.00
T24,High -,R4,1562.00,2261.00,2124.00
T24,High -,R5,2697.00,3478.00,92.50
T24,High -,R4,2328.00,2506.00,3692.00
T24,High -,R4,1741.00,1987.00,2505.00
T24,High -,R5,2533.00,3301.00,89.00
T24,High -,R4,1804.00,2064.00,2863.00
T24,High -,R4,1862.00,2582.00,3619.00
T24,High -,R5,1964.00,2189.00,57.50
T24,High -,R4,1385.00,1644.00,2597.00
T24,High -,R5,1782.00,2325.00,112.00
T24,High -,R5,2020.00,1664.00,57.00
T24,High -,R5,2270.00,2624.00,63.10
T24,High -,R4,1562.00,2068.00,2738.00
T24,High -,R4,1885.00,2333.00,2935.00
T24,High -,R4,2180.00,2116.00,2945.00
T24,High -,R4,2195.00,2630.00,3060.00
T24,High -,R5,1330.00,2029.00,82.40
T24,High -,R4,1769.00,2271.00,2694.00
T24,High -,R4,1818.00,2174.00,2481.00
T24,High -,R4,1722.00,2429.00,2969.00
T24,High -,R4,1704.00,2286.00,2913.00
T24,High -,R5,1917.00,2174.00,95.20
T24,High -,R5,1980.00,2587.00,93.00
T24,High -,R4,1697.00,2200.00,2116.00
T24,High -,R3,1922.00,1862.00,44.90
T24,High -,R4,1841.00,1907.00,2188.00
T24,High -,R4,2003.00,2485.00,3241.00
T24,High -,R5,1922.00,2635.00,60.10
T24,High -,R5,1598.00,2362.00,83.60
T24,High -,R4,2403.00,2963.00,1311.00
T24,High -,R4,1960.00,2221.00,1948.00
T24,High -,R5,1742.00,2660.00,82.50
T24,High -,R4,1621.00,1788.00,2357.00
T24,High -,R4,1866.00,2215.00,2403.00
T24,High -,R4,2103.00,2521.00,2138.00
T24,High -,R5,1741.00,2256.00,71.30
T24,High -,R4,1632.00,1609.00,2325.00
T24,High -,R4,1548.00,2100.00,1729.00
T24,High -,R4,1430.00,1501.00,2015.00
T24,High -,R4,1473.00,1875.00,2608.00
T24,High -,R4,1359.00,1976.00,1783.00
T24,High -,R2,2337.00,2287.00,708.00
T24,High -,R4,2379.00,2785.00,4276.00
T24,High -,R4,2253.00,2919.00,1485.00
T24,High -,R4,1615.00,2248.00,2856.00
T48,High -,R4,1375.00,1467.00,2327.00
T48,High -,R5,2267.00,3005.00,262.00
T48,High -,R4,2012.00,2964.00,3879.00
T48,High -,R4,2429.00,2613.00,3255.00
T48,High -,R4,1873.00,2292.00,3387.00
T48,High -,R4,1306.00,1898.00,2438.00
T48,High -,R4,1936.00,2488.00,1907.00
T48,High -,R4,2177.00,2626.00,3976.00
T48,High -,R4,1932.00,2334.00,3710.00
T48,High -,R5,2378.00,2664.00,158.00
T48,High -,R5,2469.00,2739.00,81.40
T48,High -,R4,1971.00,2520.00,3488.00
T48,High -,R5,1676.00,2221.00,327.00
T48,High -,R4,2289.00,2909.00,4235.00
T48,High -,R4,1684.00,1873.00,2959.00
T48,High -,R2,1872.00,1920.00,782.00
