Time,Condition,Gate,TOF,Extinction,Green
T0,Low +,R5,1531.00,1300.00,413.00
T0,Low +,R5,2544.00,3284.00,320.00
T0,Low +,R5,2641.00,2312.00,85.10
T0,Low +,R5,2044.00,1491.00,320.00
T0,Low +,R5,2531.00,2283.00,59.00
T0,Low +,R5,2618.00,3362.00,394.00
T0,Low +,R5,1391.00,1536.00,318.00
T0,Low +,R5,2153.00,2315.00,505.00
T0,Low +,R5,2239.00,1401.00,138.00
T0,Low +,R5,1435.00,1525.00,263.00
T0,Low +,R5,1800.00,2026.00,204.00
T0,Low +,R5,1712.00,2078.00,77.70
T0,Low +,R5,2630.00,2517.00,341.00
T0,Low +,R5,2558.00,2726.00,251.00
T0,Low +,R5,2204.00,1696.00,464.00
T0,Low +,R5,1403.00,1943.00,65.30
T0,Low +,R5,1699.00,2028.00,83.40
T0,Low +,R5,2349.00,3205.00,225.00
T0,Low +,R5,2078.00,1792.00,441.00
T0,Low +,R5,2050.00,2545.00,339.00
T0,Low +,R5,2015.00,2112.00,511.00
T0,Low +,R5,1947.00,2339.00,327.00
T0,Low +,R5,1868.00,2348.00,358.00
T0,Low +,R5,1553.00,1956.00,275.00
T0,Low +,R5,2071.00,1981.00,282.00
T0,Low +,R5,2317.00,2575.00,70.30
T0,Low +,R5,2153.00,1859.00,255.00
T0,Low +,R5,2384.00,2950.00,361.00
T0,Low +,R5,2092.00,2546.00,196.00
T0,Low +,R5,1929.00,2317.00,256.00
T0,Low +,R5,2406.00,2254.00,88.30
T0,Low +,R5,2590.00,3378.00,356.00
T0,Low +,R5,2483.00,2675.00,178.00
T0,Low +,R5,2007.00,2591.00,333.00
T0,Low +,R5,1979.00,2195.00,509.00
T0,Low +,R5,2253.00,2821.00,268.00
T0,Low +,R5,1699.00,2130.00,298.00
T0,Low +,R5,2563.00,3070.00,293.00
T0,Low +,R5,2228.00,2461.00,294.00
T0,Low +,R5,1777.00,1829.00,57.30
T0,Low +,R5,1943.00,2403.00,130.00
T0,Low +,R5,1926.00,1733.00,203.00
T0,Low +,R5,1549.00,1770.00,74.50
T0,Low +,R5,1392.00,1420.00,43.10
T0,Low +,R5,1988.00,2478.00,454.00
T0,Low +,R5,2072.00,2195.00,500.00
T0,Low +,R5,2497.00,3056.00,590.00
T0,Low +,R5,2078.00,2324.00,341.00
T0,Low +,R5,1568.00,2054.00,254.00
T0,Low +,R5,2092.00,2225.00,332.00
T0,Low +,R5,1429.00,2053.00,431.00
T0,Low +,R5,2097.00,2374.00,525.00
T0,Low +,R5,2153.00,1995.00,59.60
T0,Low +,R5,2545.00,2418.00,282.00
T0,Low +,R5,1697.00,1900.00,211.00
T0,Low +,R5,2420.00,2058.00,120.00
T0,Low +,R5,2177.00,3178.00,384.00
T0,Low +,R5,2296.00,1856.00,406.00
T0,Low +,R5,1704.00,2371.00,275.00
T0,Low +,R5,2238.00,2272.00,143.00
T0,Low +,R5,2254.00,2462.00,76.90
T0,Low +,R5,2616.00,2091.00,469.00
T0,Low +,R5,1322.00,1725.00,412.00
T0,Low +,R5,2375.00,1642.00,400.00
T0,Low +,R5,1826.00,2358.00,364.00
T0,Low +,R5,1962.00,1509.00,489.00
T0,Low +,R5,2186.00,2362.00,303.00
T0,Low +,R5,2708.00,2204.00,413.00
T0,Low +,R5,2071.00,2810.00,411.00
T0,Low +,R5,2563.00,2375.00,336.00
T0,Low +,R5,1757.00,1041.00,78.30
T0,Low +,R5,1783.00,1875.00,123.00
T0,Low +,R5,2275.00,1879.00,398.00
T0,Low +,R5,2719.00,2055.00,260.00
T0,Low +,R5,1818.00,2326.00,487.00
T0,Low +,R5,1968.00,1780.00,503.00
T0,Low +,R5,2239.00,2053.00,417.00
T0,Low +,R5,2172.00,1234.00,269.00
T0,Low +,R5,2496.00,2629.00,143.00
T0,Low +,R5,1959.00,2328.00,324.00
T0,Low +,R5,1692.00,1897.00,338.00
T0,Low +,R5,1978.00,2271.00,479.00
T0,Low +,R5,2219.00,2480.00,323.00
T0,Low +,R5,1941.00,2586.00,85.10
T0,Low +,R5,2007.00,1911.00,180.00
T0,Low +,R5,1721.00,1853.00,221.00
T0,Low +,R5,1533.00,1493.00,352.00
T0,Low +,R5,2444.00,1706.00,101.00
T0,Low +,R5,1607.00,2152.00,60.40
T0,Low +,R5,2156.00,1568.00,279.00
T0,Low +,R5,2348.00,3153.00,436.00
T0,Low +,R5,2231.00,2079.00,404.00
T0,Low +,R5,2164.00,2575.00,473.00
T0,Low +,R5,1352.00,1760.00,220.00
T0,Low +,R5,2166.00,2025.00,55.00
T0,Low +,R5,2301.00,2967.00,422.00
T0,Low +,R5,2672.00,3221.00,603.00
T0,Low +,R5,2387.00,3077.00,283.00
T0,Low +,R5,1968.00,1942.00,215.00
T0,Low +,R5,1833.00,1633.00,244.00
T0,Low +,R5,2194.00,2435.00,512.00
T0,Low +,R5,1954.00,2215.00,218.00
T0,Low +,R5,2235.00,2707.00,474.00
T0,Low +,R5,2216.00,3028.00,223.00
T0,Low +,R5,1839.00,1870.00,302.00
T0,Low +,R5,2061.00,1901.00,443.00
T0,Low +,R5,2200.00,2201.00,193.00
T0,Low +,R5,1755.00,2523.00,190.00
T0,Low +,R5,2182.00,2760.00,197.00
T0,Low +,R5,1916.00,2077.00,382.00
T0,Low +,R5,2061.00,2020.00,92.10
T0,Low +,R5,2096.00,2365.00,54.90
T0,Low +,R5,2428.00,2574.00,87.70
T0,Low +,R5,1913.00,1662.00,458.00
T0,Low +,R5,2213.00,1558.00,130.00
T0,Low +,R5,2116.00,2387.00,294.00
T0,Low +,R5,1827.00,2859.00,420.00
T0,Low +,R5,2193.00,2495.00,226.00
T0,Low +,R5,1916.00,1564.00,311.00
T0,Low +,R5,2068.00,2194.00,308.00
T0,Low +,R5,1604.00,2338.00,83.30
T0,Low +,R5,1916.00,1739.00,175.00
T0,Low +,R5,1731.00,2161.00,326.00
T0,Low +,R5,1956.00,1932.00,502.00
T0,Low +,R5,1981.00,1874.00,485.00
T0,Low +,R5,2175.00,2930.00,70.10
T0,Low +,R5,2214.00,2873.00,224.00
T0,Low +,R5,2204.00,2708.00,461.00
T0,Low +,R5,2258.00,1832.00,466.00
T0,Low +,R5,2097.00,2173.00,184.00
T0,Low +,R5,1903.00,2083.00,243.00
T0,Low +,R5,1966.00,2216.00,283.00
T0,Low +,R5,1849.00,2875.00,450.00
T0,Low +,R5,1746.00,1995.00,227.00
T0,Low +,R5,1507.00,2197.00,367.00
T0,Low +,R5,1864.00,2227.00,343.00
T0,Low +,R5,2079.00,2861.00,419.00
T0,Low +,R5,2151.00,2423.00,124.00
T0,Low +,R5,2656.00,2890.00,160.00
T0,Low +,R5,1542.00,2033.00,279.00
T0,Low +,R5,2345.00,1559.00,61.00
T0,Low +,R5,1892.00,1684.00,59.70
T0,Low +,R5,2034.00,1832.00,141.00
T0,Low +,R5,1492.00,1789.00,63.70
T0,Low +,R5,2149.00,2098.00,225.00
T0,Low +,R5,2137.00,1894.00,379.00
T0,Low +,R5,1855.00,1475.00,416.00
T0,Low +,R5,2103.00,2037.00,241.00
T0,Low +,R5,1798.00,2035.00,81.90
T0,Low +,R5,1885.00,2123.00,393.00
T0,Low +,R5,1595.00,1940.00,122.00
T0,Low +,R5,1998.00,1567.00,302.00
T0,Low +,R5,2267.00,3001.00,475.00
T0,Low +,R5,2511.00,2253.00,439.00
T0,Low +,R5,1889.00,1831.00,61.20
T0,Low +,R5,1964.00,1815.00,177.00
T0,Low +,R5,2346.00,2530.00,260.00
T0,Low +,R5,1779.00,2228.00,325.00
T0,Low +,R5,1782.00,1925.00,393.00
T0,Low +,R5,2765.00,3500.00,159.00
T0,Low +,R5,2342.00,1896.00,56.10
T0,Low +,R5,2129.00,2967.00,371.00
T0,Low +,R5,2541.00,2835.00,238.00
T0,Low +,R5,2228.00,2076.00,364.00
T0,Low +,R5,1551.00,1976.00,60.80
T0,Low +,R5,1540.00,2015.00,222.00
T0,Low +,R5,2097.00,1764.00,316.00
T0,Low +,R5,2598.00,2629.00,494.00
T0,Low +,R5,1906.00,2393.00,342.00
T0,Low +,R5,2112.00,2245.00,444.00
T0,Low +,R5,2103.00,2908.00,350.00
T0,Low +,R5,1859.00,1949.00,58.30
T0,Low +,R5,2693.00,2237.00,301.00
T0,Low +,R5,2077.00,2091.00,68.30
T0,Low +,R5,2256.00,1877.00,412.00
T0,Low +,R5,1970.00,2209.00,187.00
T0,Low +,R5,1990.00,2561.00,422.00
T0,Low +,R5,2303.00,2571.00,308.00
T0,Low +,R5,1935.00,1641.00,391.00
T0,Low +,R5,2348.00,2353.00,57.40
T0,Low +,R5,2378.00,1844.00,200.00
T0,Low +,R5,2172.00,1877.00,57.10
T0,Low +,R5,1681.00,1377.00,73.50
T0,Low +,R5,1820.00,1233.00,495.00
T0,Low +,R5,2284.00,2493.00,487.00
T0,Low +,R5,1625.00,2206.00,216.00
T0,Low +,R5,1695.00,1949.00,48.80
T0,Low +,R5,1359.00,2219.00,305.00
T0,Low +,R5,2007.00,1958.00,398.00
T0,Low +,R5,1729.00,2596.00,380.00
T0,Low +,R5,2230.00,2154.00,200.00
T0,Low +,R5,1996.00,2218.00,68.90
T0,Low +,R5,2134.00,2368.00,314.00
T0,Low +,R5,1868.00,2755.00,62.20
T0,Low +,R5,2326.00,2506.00,115.00
T0,Low +,R5,2401.00,2866.00,501.00
T0,Low +,R5,2058.00,2393.00,71.60
T0,Low +,R5,2227.00,3045.00,424.00
T0,Low +,R5,2172.00,2491.00,249.00
T0,Low +,R5,1881.00,1897.00,253.00
T0,Low +,R5,2224.00,1818.00,67.00
T0,Low +,R5,1709.00,1879.00,56.20
T0,Low +,R5,2247.00,2164.00,307.00
T0,Low +,R5,2029.00,2354.00,470.00
T0,Low +,R5,1791.00,1819.00,325.00
T0,Low +,R5,1923.00,1737.00,212.00
T0,Low +,R5,1587.00,2171.00,407.00
T0,Low +,R5,2062.00,2380.00,406.00
T0,Low +,R5,1370.00,1628.00,257.00
T0,Low +,R5,1925.00,1302.00,212.00
T0,Low +,R5,1871.00,2596.00,212.00
T0,Low +,R5,2515.00,2729.00,251.00
T0,Low +,R5,1736.00,2771.00,227.00
T0,Low +,R5,1658.00,1815.00,82.80
T0,Low +,R5,2636.00,2678.00,471.00
T0,Low +,R5,1662.00,2196.00,385.00
T0,Low +,R5,2493.00,3379.00,370.00
T0,Low +,R5,2687.00,2046.00,348.00
T0,Low +,R5,1425.00,1760.00,47.20
T0,Low +,R5,2242.00,2478.00,140.00
T0,Low +,R5,2017.00,1713.00,482.00
T0,Low +,R5,2033.00,2446.00,73.20
T0,Low +,R5,2019.00,1813.00,70.70
T0,Low +,R5,2585.00,2927.00,106.00
T0,Low +,R5,1768.00,1799.00,178.00
T0,Low +,R5,2523.00,2593.00,289.00
T0,Low +,R5,1878.00,2631.00,321.00
T0,Low +,R5,1824.00,1920.00,165.00
T0,Low +,R5,2466.00,1914.00,102.00
T0,Low +,R5,2267.00,2766.00,258.00
T0,Low +,R5,1331.00,2049.00,296.00
T0,Low +,R5,2262.00,1541.00,145.00
T0,Low +,R5,2150.00,1949.00,429.00
T0,Low +,R5,1515.00,1959.00,282.00
T0,Low +,R5,2219.00,1982.00,358.00
T0,Low +,R5,1415.00,1802.00,429.00
T0,Low +,R5,1739.00,1936.00,441.00
T0,Low +,R5,1702.00,1832.00,302.00
T0,Low +,R5,2102.00,2452.00,308.00
T0,Low +,R5,2304.00,2128.00,118.00
T0,Low +,R5,1791.00,2140.00,213.00
T0,Low +,R5,2429.00,2448.00,275.00
T0,Low +,R5,2071.00,1796.00,458.00
T0,Low +,R5,1773.00,2180.00,339.00
T0,Low +,R5,1936.00,1576.00,106.00
T0,Low +,R5,2594.00,2344.00,328.00
T0,Low +,R5,2078.00,2939.00,158.00
T0,Low +,R5,2686.00,3015.00,70.40
T0,Low +,R5,2879.00,2144.00,518.00
T0,Low +,R5,1729.00,2409.00,77.10
T0,Low +,R5,2677.00,3398.00,241.00
T0,Low +,R5,2282.00,2085.00,185.00
T0,Low +,R5,1544.00,2278.00,59.60
T0,Low +,R5,1793.00,1857.00,255.00
T0,Low +,R5,2040.00,2840.00,115.00
T0,Low +,R5,1696.00,2224.00,250.00
T0,Low +,R5,1501.00,1365.00,321.00
T0,Low +,R5,1390.00,1865.00,167.00
T0,Low +,R5,2640.00,3387.00,167.00
T0,Low +,R5,1823.00,1959.00,74.40
T0,Low +,R5,2446.00,2599.00,440.00
T0,Low +,R5,1893.00,2152.00,309.00
T0,Low +,R5,2013.00,1912.00,88.70
T0,Low +,R5,2753.00,2285.00,386.00
T0,Low +,R5,2031.00,1898.00,503.00
T0,Low +,R5,2089.00,2803.00,276.00
T0,Low +,R5,1479.00,1575.00,49.90
T0,Low +,R5,1785.00,1687.00,366.00
T0,Low +,R5,2131.00,1723.00,121.00
T0,Low +,R5,1929.00,2210.00,256.00
T0,Low +,R5,1793.00,1491.00,309.00
T0,Low +,R5,1975.00,2415.00,317.00
T0,Low +,R5,2129.00,3033.00,209.00
T0,Low +,R5,1616.00,2072.00,112.00
T0,Low +,R5,1406.00,1946.00,119.00
T0,Low +,R5,2188.00,2674.00,113.00
T0,Low +,R5,2250.00,2745.00,128.00
T0,Low +,R5,2772.00,2698.00,219.00
T0,Low +,R5,1555.00,2002.00,439.00
T0,Low +,R5,2615.00,1805.00,149.00
T0,Low +,R5,2260.00,2339.00,320.00
T0,Low +,R5,2272.00,1835.00,344.00
T0,Low +,R5,1854.00,1580.00,310.00
T0,Low +,R5,2117.00,2074.00,80.20
T0,Low +,R5,2100.00,2433.00,56.70
T0,Low +,R5,2822.00,2865.00,441.00
T0,Low +,R5,1927.00,2194.00,52.70
T0,Low +,R5,2465.00,1989.00,132.00
T0,Low +,R5,1851.00,2526.00,108.00
T0,Low +,R5,2127.00,2254.00,442.00
T0,Low +,R5,2299.00,2723.00,266.00
T0,Low +,R5,1903.00,1825.00,465.00
T0,Low +,R5,2211.00,1942.00,479.00
T0,Low +,R5,2077.00,1936.00,234.00
T0,Low +,R5,1744.00,1960.00,287.00
T0,Low +,R5,2072.00,3028.00,94.40
T0,Low +,R5,2495.00,2128.00,114.00
T0,Low +,R5,2323.00,2551.00,541.00
T0,Low +,R5,1549.00,1188.00,448.00
T0,Low +,R5,2044.00,2628.00,67.60
T0,Low +,R5,2513.00,2535.00,447.00
T0,Low +,R5,1675.00,1739.00,384.00
T0,Low +,R5,1418.00,2056.00,235.00
T0,Low +,R5,2300.00,2483.00,423.00
T0,Low +,R5,1896.00,1996.00,78.10
T0,Low +,R5,2044.00,1543.00,188.00
T0,Low +,R5,1501.00,1694.00,288.00
T0,Low +,R5,2089.00,2435.00,71.80
T0,Low +,R5,2161.00,2186.00,330.00
T0,Low +,R5,2206.00,1711.00,361.00
T0,Low +,R5,1678.00,1633.00,210.00
T0,Low +,R5,2135.00,2233.00,75.30
T0,Low +,R5,2529.00,2664.00,592.00
T0,Low +,R5,1559.00,2238.00,66.50
T0,Low +,R5,2076.00,1461.00,98.40
T0,Low +,R5,2056.00,2222.00,211.00
T0,Low +,R5,2133.00,2302.00,112.00
T0,Low +,R5,2125.00,2440.00,292.00
T0,Low +,R5,1579.00,1816.00,54.00
T0,Low +,R5,2285.00,1424.00,326.00
T0,Low +,R5,2047.00,2503.00,386.00
T0,Low +,R5,2022.00,2225.00,61.60
T0,Low +,R5,2123.00,1951.00,259.00
T0,Low +,R5,2384.00,2057.00,261.00
T0,Low +,R5,1843.00,2141.00,464.00
T0,Low +,R5,2001.00,1776.00,209.00
T0,Low +,R5,1999.00,1954.00,56.20
T0,Low +,R5,2362.00,2216.00,287.00
T0,Low +,R5,1888.00,1766.00,217.00
T0,Low +,R5,1803.00,1859.00,92.00
T0,Low +,R5,1469.00,1986.00,169.00
T0,Low +,R5,1654.00,2031.00,230.00
T0,Low +,R5,2479.00,2199.00,398.00
T0,Low +,R5,1706.00,1841.00,195.00
T0,Low +,R5,2039.00,1710.00,330.00
T0,Low +,R5,1613.00,2287.00,343.00
T0,Low +,R5,2646.00,1656.00,236.00
T0,Low +,R5,1846.00,2510.00,420.00
T0,Low +,R5,2523.00,1857.00,101.00
T0,Low +,R5,1475.00,937.00,381.00
T24,Low +,R4,2247.00,2420.00,1020.00
T24,Low +,R5,1995.00,2381.00,338.00
T24,Low +,R5,2075.00,2464.00,141.00
T24,Low +,R4,1378.00,1655.00,1208.00
T24,Low +,R2,1468.00,2242.00,460.00
T24,Low +,R4,1502.00,1994.00,1535.00
T24,Low +,R5,2008.00,2454.00,305.00
T24,Low +,R2,1987.00,2534.00,822.00
T24,Low +,R5,1965.00,2840.00,347.00
T24,Low +,R4,2434.00,2988.00,1188.00
T24,Low +,R5,1680.00,2210.00,230.00
T24,Low +,R4,1677.00,2175.00,2529.00
T24,Low +,R5,2352.00,3277.00,149.00
T24,Low +,R4,1795.00,2444.00,1306.00
T24,Low +,R4,2120.00,2565.00,2766.00
T24,Low +,R4,1402.00,1946.00,915.00
T24,Low +,R5,2014.00,2451.00,153.00
T24,Low +,R2,1539.00,2239.00,461.00
T24,Low +,R4,1877.00,2029.00,1088.00
T24,Low +,R5,2160.00,2912.00,464.00
T24,Low +,R4,2192.00,2800.00,3444.00
T24,Low +,R4,1302.00,1762.00,828.00
T24,Low +,R5,2375.00,3323.00,309.00
T24,Low +,R5,2055.00,2814.00,290.00
T24,Low +,R5,1588.00,1860.00,129.00
T24,Low +,R4,2076.00,2339.00,1359.00
T24,Low +,R4,1810.00,1702.00,2130.00
T24,Low +,R4,1633.00,2378.00,1885.00
T24,Low +,R4,1631.00,2345.00,1484.00
T24,Low +,R4,1900.00,2204.00,1279.00
T24,Low +,R2,2227.00,2947.00,608.00
T24,Low +,R5,1478.00,1670.00,151.00
T24,Low +,R4,1910.00,2504.00,2691.00
T24,Low +,R4,1813.00,2352.00,915.00
T24,Low +,R5,1923.00,2457.00,474.00
T24,Low +,R5,2193.00,2020.00,133.00
T24,Low +,R5,1693.00,1923.00,455.00
T24,Low +,R5,2126.00,2465.00,239.00
T24,Low +,R2,2077.00,2362.00,716.00
T24,Low +,R4,1554.00,2213.00,1987.00
T24,Low +,R4,2164.00,2912.00,1418.00
T24,Low +,R5,1916.00,2530.00,60.90
T24,Low +,R5,1709.00,2449.00,109.00
T24,Low +,R5,1877.00,2712.00,411.00
T24,Low +,R4,1836.00,2079.00,1419.00
T24,Low +,R5,2137.00,2553.00,221.00
T24,Low +,R4,1957.00,2311.00,988.00
T24,Low +,R4,2046.00,2607.00,2217.00
T24,Low +,R4,1625.00,2092.00,888.00
T24,Low +,R4,2044.00,2739.00,3515.00
T24,Low +,R5,1699.00,2215.00,281.00
T24,Low +,R4,1903.00,1970.00,1211.00
T24,Low +,R5,1879.00,2168.00,425.00
T24,Low +,R2,2036.00,2844.00,775.00
T24,Low +,R5,2048.00,2387.00,478.00
T24,Low +,R4,2153.00,2791.00,1874.00
T24,Low +,R5,1906.00,2099.00,117.00
T24,Low +,R5,1884.00,2687.00,165.00
T24,Low +,R4,1835.00,2538.00,1967.00
T24,Low +,R4,1796.00,2268.00,2171.00
T24,Low +,R5,2333.00,2288.00,108.00
T24,Low +,R5,2061.00,2980.00,361.00
T24,Low +,R2,1697.00,2344.00,560.00
T24,Low +,R5,1942.00,2387.00,123.00
T24,Low +,R2,1898.00,2131.00,538.00
T24,Low +,R5,2038.00,2483.00,440.00
T24,Low +,R5,1976.00,2416.00,108.00
T24,Low +,R5,2286.00,2504.00,277.00
T24,Low +,R2,1672.00,1624.00,857.00
T24,Low +,R4,1780.00,2599.00,1158.00
T24,Low +,R5,2080.00,2413.00,203.00
T24,Low +,R5,1362.00,1704.00,183.00
T24,Low +,R2,1939.00,2174.00,685.00
T24,Low +,R2,2158.00,3252.00,713.00
T24,Low +,R5,1907.00,2437.00,60.30
T24,Low +,R5,1763.00,2050.00,242.00
T24,Low +,R4,2158.00,2776.00,1097.00
T24,Low +,R2,2247.00,2812.00,753.00
T24,Low +,R4,2099.00,2906.00,1374.00
T24,Low +,R5,1942.00,2251.00,61.30
T24,Low +,R5,1596.00,2346.00,215.00
T24,Low +,R5,2399.00,2998.00,204.00
T24,Low +,R5,1599.00,1867.00,446.00
T24,Low +,R5,1774.00,2290.00,100.00
T24,Low +,R4,1853.00,2256.00,2945.00
T24,Low +,R4,1626.00,2142.00,1150.00
T24,Low +,R5,1814.00,2319.00,96.30
T24,Low +,R5,1496.00,2160.00,336.00
T24,Low +,R5,2147.00,1949.00,507.00
T24,Low +,R5,2058.00,2368.00,245.00
T24,Low +,R3,1357.00,1822.00,34.30
T24,Low +,R5,1464.00,1815.00,191.00
T24,Low +,R5,2624.00,2714.00,485.00
T24,Low +,R5,2341.00,3082.00,256.00
T24,Low +,R5,2323.00,2506.00,153.00
T24,Low +,R5,2118.00,2152.00,255.00
T24,Low +,R5,2246.00,3009.00,149.00
T24,Low +,R4,2244.00,2759.00,1139.00
T24,Low +,R5,2172.00,2121.00,59.80
T24,Low +,R2,2712.00,2852.00,1092.00
T24,Low +,R4,1728.00,2247.00,954.00
T24,Low +,R4,2782.00,3408.00,1165.00
T24,Low +,R5,2265.00,2615.00,164.00
T24,Low +,R5,1778.00,2135.00,129.00
T24,Low +,R5,1887.00,1969.00,321.00
T24,Low +,R5,2059.00,2631.00,151.00
T24,Low +,R5,1862.00,2460.00,187.00
T24,Low +,R5,1909.00,2039.00,77.60
T24,Low +,R5,2031.00,2635.00,166.00
T24,Low +,R5,1872.00,2372.00,194.00
T48,Low +,R4,2014.00,2353.00,3155.00
T48,Low +,R2,2022.00,2452.00,568.00
T48,Low +,R5,1813.00,2542.00,68.70
T48,Low +,R5,1783.00,2541.00,360.00
T48,Low +,R4,1542.00,1964.00,1655.00
T48,Low +,R5,1565.00,2491.00,303.00
T48,Low +,R5,1295.00,1959.00,174.00
T48,Low +,R5,1838.00,1819.00,276.00
T48,Low +,R4,2081.00,2531.00,2304.00
T48,Low +,R4,2284.00,3674.00,4038.00
T48,Low +,R4,1455.00,2135.00,2675.00
T48,Low +,R4,1828.00,1950.00,3150.00
T48,Low +,R5,1838.00,2358.00,286.00
T48,Low +,R4,1410.00,2063.00,2283.00
T48,Low +,R4,1658.00,2138.00,2493.00
T48,Low +,R4,2698.00,3662.00,4685.00
T48,Low +,R4,2000.00,2314.00,1034.00
T48,Low +,R5,1689.00,2253.00,169.00
T48,Low +,R4,2532.00,3351.00,1263.00
T48,Low +,R5,1870.00,2439.00,274.00
T48,Low +,R5,2137.00,3032.00,444.00
T48,Low +,R5,2148.00,2687.00,305.00
T48,Low +,R2,1276.00,2056.00,2467.00
T48,Low +,R2,1933.00,2165.00,496.00
T48,Low +,R2,1713.00,2412.00,608.00
T48,Low +,R5,1766.00,2329.00,47.70
T48,Low +,R2,1957.00,2673.00,540.00
T48,Low +,R4,2529.00,3514.00,4245.00
T48,Low +,R4,1793.00,1921.00,2807.00
T48,Low +,R2,1694.00,2540.00,645.00
T48,Low +,R4,1907.00,2881.00,3410.00
T48,Low +,R4,1872.00,2343.00,2946.00
T48,Low +,R4,1329.00,1549.00,1761.00
T48,Low +,R5,2139.00,2165.00,194.00
T48,Low +,R5,2263.00,2907.00,365.00
T48,Low +,R5,2154.00,2416.00,343.00
T48,Low +,R5,1908.00,2027.00,181.00
T48,Low +,R4,1620.00,1881.00,2821.00
T48,Low +,R4,2298.00,2448.00,1843.00
T48,Low +,R4,1976.00,2726.00,3541.00
T48,Low +,R5,1892.00,2349.00,323.00
T48,Low +,R4,1984.00,2464.00,3210.00
T48,Low +,R5,1710.00,2214.00,195.00
T48,Low +,R4,1912.00,2634.00,3449.00
T48,Low +,R4,2190.00,2470.00,3209.00
T48,Low +,R5,2270.00,2505.00,534.00
T48,Low +,R4,1554.00,2232.00,2937.00
T48,Low +,R5,2226.00,2519.00,299.00
T48,Low +,R5,1652.00,2266.00,215.00
T48,Low +,R4,1895.00,2240.00,1393.00
T48,Low +,R5,1492.00,1877.00,237.00
T48,Low +,R4,1689.00,2371.00,2582.00
T48,Low +,R2,1701.00,2483.00,506.00
T48,Low +,R4,1639.00,2156.00,1803.00
T48,Low +,R5,2170.00,1801.00,197.00
